Price,StartingBidPercent,StartingBid,AvgPrice,QuantitySold,ItemAuctionSellPercent,Authenticated,SellerSaleAvgPriceRatio,IsHOF,AuctionCount,SellerAuctionSaleCount,PriceBuckets,AuctionMedianPrice
16.50,0.7993,14.99,18.7523,1,0.5490196078431372549,0,1.06,0,51,839,20,13.995
18.50,0.7993,14.99,18.7523,1,0.5490196078431372549,0,1.60,0,51,458,20,13.995
5.50,0.0527,0.99,18.7523,1,0.5490196078431372549,0,0.29,0,51,1,10,13.995
0.99,0.8904,0.99,1.1118,1,0.1170212765957446808,0,0.50,0,94,2913,5,0.99
0.54,0.4407,0.49,1.1118,1,0.1170212765957446808,0,0.37,0,94,1252,5,0.99
0.99,0.8904,0.99,1.1118,1,0.1170212765957446808,0,0.37,0,94,1252,5,0.99
0.99,0.4062,0.99,2.4368,1,0.1769911504424778761,0,0.41,0,113,688,5,0.99
0.88,1.0731,0.88,0.82,1,0.0800000000000000000,0,0.66,0,25,176,5,0.82
0.76,0.9268,0.76,0.82,1,0.0800000000000000000,0,0.66,0,25,176,5,0.82
4.08,0.0821,0.99,12.0471,1,0.6000000000000000000,0,2.26,0,10,54,5,2.515
0.49,0.0819,0.49,5.9762,1,0.1153846153846153846,0,0.37,0,52,1252,5,0.74
22.50,5.2283,20.00,3.8253,1,0.2500000000000000000,1,1.10,0,60,164,25,2.09
1.04,0.2588,0.99,3.8253,1,0.2500000000000000000,0,0.50,0,60,2913,5,2.09
9.99,1.4908,9.99,6.7009,1,0.1951219512195121951,0,0.76,0,82,17,10,3.35
5.51,0.1477,0.99,6.7009,1,0.1951219512195121951,0,0.36,0,82,128,10,3.35
1.41,0.1477,0.99,6.7009,1,0.1951219512195121951,0,0.50,0,82,2913,5,3.35
0.99,0.3439,0.99,2.8786,1,0.1714285714285714285,0,0.36,0,35,45,5,0.99
0.99,0.3439,0.99,2.8786,1,0.1714285714285714285,0,0.50,0,35,2913,5,0.99
0.99,0.2116,0.99,4.6775,1,0.5000000000000000000,0,0.37,0,16,105,5,3.79
0.99,0.1201,0.99,8.2386,1,0.2266187050359712230,0,0.75,0,278,90,5,2.99
1.00,0.1213,1.00,8.2386,1,0.2266187050359712230,0,0.50,0,278,44,5,2.99
2.99,0.3629,2.99,8.2386,1,0.2266187050359712230,0,0.61,0,278,52,5,2.99
9.99,1.2125,9.99,8.2386,1,0.2266187050359712230,0,1.21,0,278,2,10,2.99
0.99,0.1201,0.99,8.2386,1,0.2266187050359712230,0,0.21,0,278,177,5,2.99
13.29,0.1201,0.99,8.2386,1,0.2266187050359712230,0,0.91,0,278,1139,15,2.99
2.00,0.2427,2.00,8.2386,1,0.2266187050359712230,0,0.49,0,278,594,5,2.99
2.25,0.1201,0.99,8.2386,1,0.2266187050359712230,0,0.44,0,278,304,5,2.99
2.99,0.3629,2.99,8.2386,1,0.2266187050359712230,0,0.59,0,278,176,5,2.99
1.99,0.2415,1.99,8.2386,1,0.2266187050359712230,0,0.59,0,278,176,5,2.99
3.99,0.4843,3.99,8.2386,1,0.2266187050359712230,0,0.71,0,278,272,5,2.99
1.99,0.4543,1.99,4.38,1,0.0882352941176470588,0,0.64,0,34,81,5,3.58
4.25,0.2329,0.99,4.25,1,0.3333333333333333333,0,0.47,0,3,28,5,4.25
0.99,0.6629,0.99,1.4933,1,0.1200000000000000000,0,0.66,0,25,176,5,1.50
0.99,1.4925,0.99,0.6633,1,0.0909090909090909090,0,0.50,0,33,2913,5,0.99
1.79,0.3353,0.99,2.952,1,0.2222222222222222222,0,0.50,0,18,2913,5,0.99
0.99,0.3353,0.99,2.952,1,0.2222222222222222222,0,0.41,0,18,688,5,0.99
0.99,0.3353,0.99,2.952,1,0.2222222222222222222,0,0.44,0,18,304,5,0.99
0.99,0.2823,0.99,3.5066,1,0.0555555555555555555,0,0.26,0,18,91,5,0.99
1.99,0.26,1.99,7.6531,1,0.1858407079646017699,0,0.83,0,113,52,5,3.28
5.04,0.1293,0.99,7.6531,1,0.1858407079646017699,0,0.50,0,113,2913,10,3.28
1.00,0.1306,1.00,7.6531,1,0.1858407079646017699,0,0.73,0,113,76,5,3.28
6.62,0.6533,5.00,7.6531,1,0.1858407079646017699,0,0.99,0,113,11,10,3.28
0.89,0.9468,0.89,0.94,1,0.1666666666666666666,0,0.41,0,12,688,5,0.94
0.99,1.0531,0.99,0.94,1,0.1666666666666666666,0,0.41,0,12,688,5,0.94
0.99,1.1976,0.99,0.8266,1,0.2727272727272727272,0,0.50,0,11,2913,5,0.99
0.99,1.1976,0.99,0.8266,1,0.2727272727272727272,0,0.50,0,11,2913,5,0.99
1.25,0.2525,0.99,3.9193,1,0.1846153846153846153,0,0.50,0,65,2913,5,1.605
2.27,0.2525,0.99,3.9193,1,0.1846153846153846153,0,0.50,0,65,2913,5,1.605
1.96,0.2525,0.99,3.9193,1,0.1846153846153846153,0,0.50,0,65,2913,5,1.605
0.99,0.2525,0.99,3.9193,1,0.1846153846153846153,0,0.41,0,65,688,5,1.605
0.99,0.2525,0.99,3.9193,1,0.1846153846153846153,0,0.50,0,65,2913,5,1.605
0.99,0.2525,0.99,3.9193,1,0.1846153846153846153,0,0.41,0,65,688,5,1.605
1.99,1.4316,1.99,1.39,1,0.1818181818181818181,1,1.13,0,11,66,5,1.39
0.99,0.3721,0.99,2.66,1,0.0813953488372093023,0,0.50,0,86,2913,5,0.99
2.00,0.5841,2.00,3.4236,1,0.1527777777777777777,0,0.33,0,144,179,5,1.175
9.99,2.9179,9.99,3.4236,1,0.1527777777777777777,0,1.55,0,144,29,10,1.175
0.99,0.2891,0.99,3.4236,1,0.1527777777777777777,0,0.78,0,144,187,5,1.175
0.79,0.2307,0.79,3.4236,1,0.1527777777777777777,0,0.35,0,144,50,5,1.175
0.99,0.2891,0.99,3.4236,1,0.1527777777777777777,0,0.50,0,144,2913,5,1.175
0.99,0.2891,0.99,3.4236,1,0.1527777777777777777,0,0.37,0,144,1252,5,1.175
2.00,0.6352,0.99,1.5585,1,0.1147540983606557377,0,0.50,0,122,2913,5,0.99
0.95,0.6095,0.95,1.5585,1,0.1147540983606557377,0,0.48,0,122,23,5,0.99
0.99,0.6352,0.99,1.5585,1,0.1147540983606557377,0,0.50,0,122,2913,5,0.99
0.89,0.571,0.89,1.5585,1,0.1147540983606557377,0,0.41,0,122,688,5,0.99
0.99,0.6352,0.99,1.5585,1,0.1147540983606557377,0,0.80,0,122,172,5,0.99
1.99,1.00,1.99,1.99,1,0.1000000000000000000,1,1.13,0,10,66,5,1.99
0.99,0.3481,0.99,2.844,1,0.1875000000000000000,0,0.42,0,16,358,5,1.00
2.53,0.2336,2.00,8.5584,1,0.2727272727272727272,0,0.44,0,77,523,5,6.50
2.25,0.2336,2.00,8.5584,1,0.2727272727272727272,0,0.44,0,77,523,5,6.50
10.53,1.1672,9.99,8.5584,1,0.2727272727272727272,0,1.06,0,77,482,15,6.50
1.69,0.8423,0.99,1.1753,1,0.1140350877192982456,0,0.50,0,114,2913,5,0.99
0.60,0.5105,0.60,1.1753,1,0.1140350877192982456,0,0.44,0,114,523,5,0.99
0.99,0.8423,0.99,1.1753,1,0.1140350877192982456,0,0.50,0,114,2913,5,0.99
0.93,0.4169,0.49,1.1753,1,0.1140350877192982456,0,0.37,0,114,1252,5,0.99
0.99,0.5477,0.99,1.8075,1,0.1333333333333333333,0,0.66,0,45,176,5,0.995
2.29,0.1855,0.99,5.3347,1,0.2222222222222222222,0,0.48,0,72,253,5,3.45
0.49,0.109,0.49,4.494,1,0.2173913043478260869,0,0.37,0,23,1252,5,3.52
0.99,0.7029,0.99,1.4083,1,0.2083333333333333333,0,0.50,0,24,2913,5,0.99
6.00,0.1132,0.99,8.7425,1,0.5555555555555555555,0,0.55,0,18,58,10,5.50
12.50,1.1426,9.99,8.7425,1,0.5555555555555555555,0,1.06,0,18,482,15,5.50
1.25,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.20,0,288,37,5,4.99
1.25,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.20,0,288,37,5,4.99
9.99,1.1713,9.99,8.5287,1,0.4687500000000000000,0,0.66,0,288,24,10,4.99
9.50,0.116,0.99,8.5287,1,0.4687500000000000000,0,1.13,0,288,1735,10,4.99
16.00,0.116,0.99,8.5287,1,0.4687500000000000000,0,1.45,0,288,366,20,4.99
36.99,4.3371,36.99,8.5287,1,0.4687500000000000000,0,0.45,0,288,429,40,4.99
5.00,0.5862,5.00,8.5287,1,0.4687500000000000000,0,0.59,0,288,1,5,4.99
1.25,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.20,0,288,37,5,4.99
3.26,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.20,0,288,37,5,4.99
7.50,0.8195,6.99,8.5287,1,0.4687500000000000000,0,0.91,0,288,6,10,4.99
4.55,0.3517,3.00,8.5287,1,0.4687500000000000000,0,0.49,0,288,594,5,4.99
5.50,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.97,0,288,46,10,4.99
36.00,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.42,0,288,13,40,4.99
3.75,0.116,0.99,8.5287,1,0.4687500000000000000,0,0.27,0,288,7,5,4.99
4.99,0.585,4.99,8.5287,1,0.4687500000000000000,0,0.59,0,288,176,5,4.99
6.51,0.116,0.99,8.5287,1,0.4687500000000000000,1,0.99,0,288,191,10,4.99
9.99,1.1713,9.99,8.5287,1,0.4687500000000000000,0,1.38,0,288,14,10,4.99
0.50,0.2873,0.50,1.74,1,0.1538461538461538461,0,0.26,0,52,70,5,0.99
1.58,0.6884,0.99,1.4381,1,0.2222222222222222222,0,0.91,0,45,1139,5,0.99
0.49,1.00,0.49,0.49,1,0.0833333333333333333,0,0.37,0,12,1252,5,0.49
7.16,0.1382,0.99,7.16,1,0.2500000000000000000,0,0.50,0,4,2913,10,7.16
0.99,0.681,0.99,1.4537,1,0.1052631578947368421,0,0.42,0,76,358,5,0.99
0.99,0.7967,0.99,1.2425,1,0.2000000000000000000,0,0.56,0,15,459,5,0.99
0.99,0.7967,0.99,1.2425,1,0.2000000000000000000,0,0.78,0,15,187,5,0.99
0.99,0.5945,0.99,1.665,1,0.1578947368421052631,0,0.41,0,19,688,5,0.99
0.01,0.0071,0.01,1.3966,1,0.0673076923076923076,0,0.37,0,104,1252,5,1.04
0.99,0.2704,0.99,3.66,1,0.0857142857142857142,0,0.41,0,35,688,5,0.99
1.25,0.3168,0.99,3.125,1,0.1250000000000000000,0,0.50,0,8,2913,5,1.25
0.99,0.2608,0.99,3.795,1,0.1807909604519774011,0,0.50,0,177,62,5,1.71
0.99,0.2608,0.99,3.795,1,0.1807909604519774011,0,0.62,0,177,22,5,1.71
1.99,0.5243,1.99,3.795,1,0.1807909604519774011,0,0.59,0,177,176,5,1.71
0.99,0.2608,0.99,3.795,1,0.1807909604519774011,0,0.24,0,177,5,5,1.71
2.09,0.2608,0.99,3.795,1,0.1807909604519774011,0,0.55,0,177,1,5,1.71
1.58,0.2608,0.99,3.795,1,0.1807909604519774011,0,0.56,0,177,170,5,1.71
8.49,0.4257,3.00,7.047,1,0.1648351648351648351,0,0.20,0,91,39,10,7.00
10.25,0.1404,0.99,7.047,1,0.1648351648351648351,0,1.45,0,91,1,15,7.00
7.16,0.2823,1.99,7.047,1,0.1648351648351648351,0,0.91,0,91,18,10,7.00
11.30,0.1404,0.99,7.047,1,0.1648351648351648351,0,0.95,0,91,12,15,7.00
8.99,1.2757,8.99,7.047,1,0.1648351648351648351,0,1.34,0,91,15,10,7.00
0.99,0.1404,0.99,7.047,1,0.1648351648351648351,0,0.50,0,91,2913,5,7.00
