Price,StartingBidPercent,StartingBid,AvgPrice,QuantitySold,ItemAuctionSellPercent,Authenticated,SellerSaleAvgPriceRatio,IsHOF,AuctionCount,SellerAuctionSaleCount,PriceBuckets,AuctionMedianPrice
31.01,0.0005,0.01,18.0197,1,0.1901565995525727069,0,0.30,0,447,128,35,9.50
1.99,1.00,1.99,1.99,1,1.0000000000000000000,0,1.06,0,1,839,5,1.99
39.00,0.0584,0.99,16.9323,1,0.1185185185185185185,0,1.71,0,135,726,40,8.725
16.50,0.8852,14.99,16.9323,1,0.1185185185185185185,1,1.23,0,135,2542,20,8.725
20.50,1.1805,19.99,16.9323,1,0.1185185185185185185,0,1.12,0,135,477,25,8.725
8.99,1.1071,8.99,8.12,1,0.1304347826086956521,0,0.67,0,23,53,10,5.00
0.99,0.1165,0.99,8.495,1,0.1428571428571428571,0,1.06,0,7,839,5,0.99
1.99,1.00,1.99,1.99,1,0.3333333333333333333,0,1.06,0,3,839,5,1.99
3.33,1.00,3.33,3.33,1,0.0384615384615384615,0,0.94,0,26,340,5,3.33
1.59,0.2531,1.59,6.2812,1,0.7272727272727272727,0,0.24,0,11,770,5,2.04
1.59,0.2531,1.59,6.2812,1,0.7272727272727272727,0,0.24,0,11,770,5,2.04
10.50,0.2399,3.98,16.5876,1,0.3333333333333333333,0,0.47,0,252,39,15,12.00
10.00,0.6028,10.00,16.5876,1,0.3333333333333333333,0,0.59,0,252,41,10,12.00
24.99,1.5065,24.99,16.5876,1,0.3333333333333333333,0,1.10,0,252,90,25,12.00
6.30,0.2399,3.98,16.5876,1,0.3333333333333333333,0,0.36,0,252,32,10,12.00
7.16,0.0596,0.99,16.5876,1,0.3333333333333333333,0,0.45,0,252,78,10,12.00
24.99,1.5065,24.99,16.5876,1,0.3333333333333333333,0,0.58,0,252,14,25,12.00
27.49,1.5065,24.99,16.5876,1,0.3333333333333333333,0,0.86,0,252,117,30,12.00
10.51,0.3008,4.99,16.5876,1,0.3333333333333333333,0,0.56,0,252,165,15,12.00
5.99,1.4669,5.99,4.0833,1,1.0000000000000000000,0,0.63,0,3,555,10,4.00
1.59,0.1527,1.59,10.41,1,0.1666666666666666666,0,0.24,0,18,770,5,1.59
1.59,0.1527,1.59,10.41,1,0.1666666666666666666,0,0.24,0,18,770,5,1.59
2.34,0.1586,0.99,6.2382,1,0.2307692307692307692,0,0.62,0,26,1417,5,6.995
15.99,2.5632,15.99,6.2382,1,0.2307692307692307692,1,1.03,0,26,5,20,6.995
3.99,0.6653,3.99,5.9966,1,0.3333333333333333333,0,1.06,0,3,839,5,3.99
2.99,1.00,2.99,2.99,1,0.1250000000000000000,0,0.62,0,8,209,5,2.99
4.99,0.4993,4.99,9.9934,1,0.2400000000000000000,0,0.49,0,75,594,5,9.95
25.00,2.5016,25.00,9.9934,1,0.2400000000000000000,0,0.72,0,75,183,25,9.95
7.99,0.7995,7.99,9.9934,1,0.2400000000000000000,0,0.49,0,75,594,10,9.95
3.33,0.3332,3.33,9.9934,1,0.2400000000000000000,0,0.94,0,75,340,5,9.95
6.11,0.4993,4.99,9.9934,1,0.2400000000000000000,0,0.44,0,75,304,10,9.95
2.77,0.1431,0.99,6.914,1,0.1666666666666666666,0,0.62,0,6,1417,5,2.77
5.99,1.2101,5.99,4.95,1,0.3559322033898305084,0,0.63,0,59,555,10,4.99
3.58,0.20,0.99,4.95,1,0.3559322033898305084,0,0.62,0,59,1417,5,4.99
10.00,1.5905,10.00,6.287,1,0.1513157894736842105,0,0.78,0,152,6,10,5.95
8.50,0.1574,0.99,6.287,1,0.1513157894736842105,0,1.34,0,152,18,10,5.95
7.99,1.2708,7.99,6.287,1,0.1513157894736842105,0,1.46,0,152,2,10,5.95
9.99,0.5543,9.99,18.0197,1,0.1901565995525727069,0,1.49,0,447,93,10,9.50
5.65,0.0549,0.99,18.0197,1,0.1901565995525727069,0,0.54,0,447,143,10,9.50
8.50,0.0549,0.99,18.0197,1,0.1901565995525727069,0,0.62,0,447,1417,10,9.50
4.95,0.2746,4.95,18.0197,1,0.1901565995525727069,0,0.45,0,447,8,5,9.50
8.28,0.0549,0.99,18.0197,1,0.1901565995525727069,0,0.62,0,447,1417,10,9.50
9.99,0.5543,9.99,18.0197,1,0.1901565995525727069,0,1.01,0,447,63,10,9.50
7.99,0.4434,7.99,18.0197,1,0.1901565995525727069,1,1.20,0,447,10,10,9.50
2.25,0.1899,0.99,5.212,1,0.0886699507389162561,0,1.00,0,203,64,5,4.395
1.99,0.3818,1.99,5.212,1,0.0886699507389162561,0,0.94,0,203,340,5,4.395
6.99,1.3411,6.99,5.212,1,0.0886699507389162561,0,1.00,0,203,64,10,4.395
3.58,0.6389,3.33,5.212,1,0.0886699507389162561,0,0.94,0,203,340,5,4.395
4.99,0.9574,4.99,5.212,1,0.0886699507389162561,0,0.96,0,203,3,5,4.395
1.04,0.2197,0.99,4.5045,1,0.3437500000000000000,0,0.65,0,32,85,5,2.99
4.99,1.1077,4.99,4.5045,1,0.3437500000000000000,0,0.72,0,32,183,5,2.99
1.77,0.2197,0.99,4.5045,1,0.3437500000000000000,0,0.65,0,32,85,5,2.99
2.27,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
2.75,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
2.25,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
3.64,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
4.26,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
4.50,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
1.75,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
4.08,0.3105,0.99,3.1875,1,0.4210526315789473684,0,0.62,0,19,1417,5,3.195
15.07,0.0324,0.99,30.4854,1,0.2132701421800947867,1,0.26,0,211,39,20,9.99
9.99,0.3276,9.99,30.4854,1,0.2132701421800947867,0,0.38,0,211,19,10,9.99
7.50,0.246,7.50,30.4854,1,0.2132701421800947867,0,0.25,0,211,2,10,9.99
5.00,0.164,5.00,30.4854,1,0.2132701421800947867,0,0.27,0,211,4,5,9.99
9.50,0.0324,0.99,30.4854,1,0.2132701421800947867,0,0.62,0,211,1417,10,9.99
6.50,0.2252,0.99,4.395,1,0.0869565217391304347,0,1.06,0,23,839,10,4.395
5.50,0.18,0.99,5.50,1,0.0434782608695652173,0,0.62,0,23,1417,10,5.50
0.99,0.1251,0.99,7.9108,1,0.2105263157894736842,0,0.57,0,19,156,5,6.97
1.94,0.1251,0.99,7.9108,1,0.2105263157894736842,0,0.62,0,19,1417,5,6.97
2.51,0.1777,1.99,11.1937,1,0.3474178403755868544,0,1.06,0,213,839,5,5.895
2.75,0.1777,1.99,11.1937,1,0.3474178403755868544,0,1.06,0,213,839,5,5.895
5.50,0.1266,0.99,7.8142,1,0.1644736842105263157,1,1.13,0,456,1751,10,5.95
5.50,0.6385,4.99,7.8142,1,0.1644736842105263157,0,0.32,0,456,32,10,5.95
4.99,0.6385,4.99,7.8142,1,0.1644736842105263157,0,0.72,0,456,183,5,5.95
2.30,0.1266,0.99,7.8142,1,0.1644736842105263157,0,0.62,0,456,1417,5,5.95
5.00,0.6398,5.00,7.8142,1,0.1644736842105263157,0,0.35,0,456,39,5,5.95
2.47,0.1599,1.25,7.8142,1,0.1644736842105263157,0,0.43,0,456,56,5,5.95
2.25,0.1266,0.99,7.8142,1,0.1644736842105263157,0,0.26,0,456,39,5,5.95
5.50,0.1266,0.99,7.8142,1,0.1644736842105263157,0,0.62,0,456,1417,10,5.95
8.95,1.1453,8.95,7.8142,1,0.1644736842105263157,0,1.16,0,456,28,10,5.95
4.99,0.6385,4.99,7.8142,1,0.1644736842105263157,0,0.92,0,456,169,5,5.95
3.58,0.1266,0.99,7.8142,1,0.1644736842105263157,0,0.62,0,456,1417,5,5.95
3.99,0.5106,3.99,7.8142,1,0.1644736842105263157,0,0.44,0,456,17,5,5.95
9.99,0.8703,9.99,11.4775,1,0.1739130434782608695,0,0.45,0,23,10,10,9.99
0.99,0.1064,0.99,9.2978,1,0.1828358208955223880,0,0.30,0,268,4,5,5.24
4.99,0.5366,4.99,9.2978,1,0.1828358208955223880,0,1.67,0,268,36,5,5.24
4.99,0.5366,4.99,9.2978,1,0.1828358208955223880,0,0.72,0,268,183,5,5.24
9.99,1.0744,9.99,9.2978,1,0.1828358208955223880,0,0.72,0,268,183,10,5.24
9.99,1.0744,9.99,9.2978,1,0.1828358208955223880,0,1.08,0,268,152,10,5.24
1.99,0.214,1.99,9.2978,1,0.1828358208955223880,0,0.94,0,268,340,5,5.24
2.24,0.214,1.99,9.2978,1,0.1828358208955223880,0,0.94,0,268,340,5,5.24
5.49,0.5904,5.49,9.2978,1,0.1828358208955223880,0,1.28,0,268,22,10,5.24
4.99,0.5366,4.99,9.2978,1,0.1828358208955223880,0,0.72,0,268,183,5,5.24
2.99,0.3215,2.99,9.2978,1,0.1828358208955223880,0,0.92,0,268,169,5,5.24
22.51,0.0905,0.99,10.9278,1,0.2941176470588235294,1,1.31,0,34,510,25,5.25
13.45,0.0905,0.99,10.9278,1,0.2941176470588235294,0,1.18,0,34,420,15,5.25
5.99,0.5481,5.99,10.9278,1,0.2941176470588235294,0,0.45,0,34,227,10,5.25
13.01,0.0905,0.99,10.9278,1,0.2941176470588235294,0,1.18,0,34,420,15,5.25
5.02,0.1798,0.99,5.5038,1,0.3235294117647058823,0,0.62,0,136,1417,10,2.99
2.99,0.5432,2.99,5.5038,1,0.3235294117647058823,0,1.06,0,136,839,5,2.99
5.49,0.9974,5.49,5.5038,1,0.3235294117647058823,0,0.79,0,136,19,10,2.99
2.99,0.5432,2.99,5.5038,1,0.3235294117647058823,0,0.92,0,136,169,5,2.99
1.25,0.2644,0.99,3.7433,1,0.1875000000000000000,0,1.06,0,16,839,5,2.99
3.77,0.0975,0.99,10.1461,1,0.2597402597402597402,0,0.62,0,77,1417,5,6.99
5.95,0.6682,5.95,8.9033,1,0.1184210526315789473,0,0.67,0,76,1,10,4.99
14.99,0.684,14.99,21.9136,1,0.3588709677419354838,0,1.23,0,248,2542,15,13.49
8.49,0.2277,4.99,21.9136,1,0.3588709677419354838,0,0.56,0,248,165,10,13.49
2.29,0.0451,0.99,21.9136,1,0.3588709677419354838,0,0.76,0,248,127,5,13.49
18.51,0.684,14.99,21.9136,1,0.3588709677419354838,0,1.23,0,248,2542,20,13.49
7.51,0.1816,3.98,21.9136,1,0.3588709677419354838,0,0.36,0,248,32,10,13.49
18.52,0.684,14.99,21.9136,1,0.3588709677419354838,0,1.23,0,248,2542,20,13.49
4.99,0.2277,4.99,21.9136,1,0.3588709677419354838,0,0.56,0,248,165,5,13.49
14.99,0.684,14.99,21.9136,1,0.3588709677419354838,0,1.23,0,248,2542,15,13.49
16.50,0.684,14.99,21.9136,1,0.3588709677419354838,0,1.23,0,248,2542,20,13.49
14.99,0.684,14.99,21.9136,1,0.3588709677419354838,0,1.23,0,248,2542,15,13.49
12.50,0.1811,3.97,21.9136,1,0.3588709677419354838,0,0.41,0,248,74,15,13.49
9.99,0.4558,9.99,21.9136,1,0.3588709677419354838,0,0.66,0,248,71,10,13.49
14.00,0.4558,9.99,21.9136,1,0.3588709677419354838,0,0.56,0,248,165,15,13.49
6.95,0.6208,6.95,11.1937,1,0.3474178403755868544,0,0.54,0,213,182,10,5.895
3.26,0.0884,0.99,11.1937,1,0.3474178403755868544,0,0.62,0,213,1417,5,5.895
104.50,0.0008,0.01,11.1937,1,0.3474178403755868544,0,1.48,0,213,289,105,5.895
5.99,0.5351,5.99,11.1937,1,0.3474178403755868544,0,1.19,0,213,117,10,5.895
4.99,0.4457,4.99,11.1937,1,0.3474178403755868544,0,0.72,0,213,183,5,5.895
5.65,0.1786,2.00,11.1937,1,0.3474178403755868544,0,1.06,0,213,839,10,5.895
11.50,0.0884,0.99,11.1937,1,0.3474178403755868544,0,0.62,0,213,1417,15,5.895
3.25,0.0884,0.99,11.1937,1,0.3474178403755868544,0,1.06,0,213,839,5,5.895
45.44,0.1122,2.99,26.63,1,0.6250000000000000000,0,0.82,0,8,12,50,20.61
1.75,0.2981,1.75,5.87,1,0.1000000000000000000,0,0.39,0,20,19,5,5.87
5.61,0.0568,0.99,17.4283,1,0.5000000000000000000,0,0.62,0,4,1417,10,32.285
1.69,0.377,1.69,4.4816,1,0.4285714285714285714,0,0.24,0,14,770,5,4.49
3.99,0.8903,3.99,4.4816,1,0.4285714285714285714,0,0.63,0,14,555,5,4.49
1.30,0.0914,0.99,10.8264,1,0.1142857142857142857,0,0.62,0,70,1417,5,1.99
6.99,0.6456,6.99,10.8264,1,0.1142857142857142857,0,0.63,0,70,555,10,1.99
0.99,0.0914,0.99,10.8264,1,0.1142857142857142857,0,1.06,0,70,839,5,1.99
15.00,0.5719,15.00,26.2276,1,0.2082794307891332470,0,1.00,1,773,6,15,15.50
10.50,0.3808,9.99,26.2276,1,0.2082794307891332470,0,1.08,1,773,152,15,15.50
25.00,0.0377,0.99,26.2276,1,0.2082794307891332470,1,1.19,1,773,490,25,15.50
24.99,0.9528,24.99,26.2276,1,0.2082794307891332470,0,0.86,1,773,117,25,15.50
28.96,0.0377,0.99,26.2276,1,0.2082794307891332470,1,1.19,1,773,490,30,15.50
